name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Acme,371,Valid,H5,75000,Found,1947,33.633330,-104.266670,"(33.63333, -104.26667)"
Acomita,372,Valid,"Pallasite, PMG",3956,Found,1962,35.050000,-107.566670,"(35.05, -107.56667)"
Acuña,373,Valid,"Iron, IIIAB",217700,Found,1981,29.316670,-100.966670,"(29.31667, -100.96667)"
Adalia,374,Valid,Eucrite-mmict,1,Found,1883,36.900000,30.683330,"(36.9, 30.68333)"
Adam Talha,44856,Valid,LL3.2,259.3,Found,2005,22.993500,-10.153670,"(22.9935, -10.15367)"
Adams County,375,Valid,H5,5700,Found,1928,39.966670,-103.766670,"(39.96667, -103.76667)"
ad-Dahbubah,376,Valid,H5,90000,Found,1961,19.833330,51.250000,"(19.83333, 51.25)"
Adelie Land,378,Valid,L5,1000,Found,1912,-67.183330,142.383330,"(-67.18333, 142.38333)"
Admire,380,Valid,"Pallasite, PMG",180000,Found,1881,38.700000,-96.100000,"(38.7, -96.1)"
Adrar Bous,384,Valid,EL5,360,Found,2001,20.500000,9.000000,"(20.5, 9.0)"
Adrar Chiriet,44703,Valid,L6,926,Found,2003,19.640080,9.355450,"(19.64008, 9.35545)"
Adrar Madet,385,Valid,H5/6,1113,Found,1997,18.500000,10.400000,"(18.5, 10.4)"
Adrar Yaouelt,387,Valid,H5,2730,Found,2002,17.679870,10.035030,"(17.67987, 10.03503)"
Adrian,388,Valid,H4,22600,Found,1936,35.150000,-102.716670,"(35.15, -102.71667)"
Adzhi-Bogdo (iron),389,Valid,"Iron, IAB complex",582000,Found,1952,44.866670,95.416670,"(44.86667, 95.41667)"
Aggie Creek,393,Valid,"Iron, IIIAB",43000,Found,1942,64.883330,-163.166670,"(64.88333, -163.16667)"
Agoudal,57354,Valid,"Iron, IIAB",100000,Found,2000,31.984570,-5.515280,"(31.98457, -5.51528)"
Agoult,395,Valid,Eucrite,82,Found,2000,30.550000,-4.900000,"(30.55, -4.9)"
Agua Blanca,397,Valid,"Iron, IIIAB",49000,Found,1938,-28.916670,-66.950000,"(-28.91667, -66.95)"
Aguas Calientes,399,Valid,H,260.10000000000002,Found,1971,-25.500000,-68.400000,"(-25.5, -68.4)"
Ahumada,419,Valid,"Pallasite, PMG",52600,Found,1909,30.700000,-105.500000,"(30.7, -105.5)"
Aiken,421,Valid,OC,956,Found,1936,34.200000,-101.500000,"(34.2, -101.5)"
Ainsworth,422,Valid,"Iron, IIAB",80650,Found,1907,42.600000,-99.800000,"(42.6, -99.8)"
Akhricha,428,Valid,H,1760,Found,1968,28.462500,1.025000,"(28.4625, 1.025)"
Akmolla,429,Valid,H4,114,Found,1988,39.538330,59.558330,"(39.53833, 59.55833)"
Akron (1940),430,Valid,H6,1050,Found,1940,40.150000,-103.166670,"(40.15, -103.16667)"
Akron (1961),431,Valid,L6,4000,Found,1961,40.150000,-103.166670,"(40.15, -103.16667)"
Al Alamayn,35484,Valid,H5,13.31,Found,2005,30.709520,28.969800,"(30.70952, 28.9698)"
Alamogordo,449,Valid,H5,13600,Found,1938,32.900000,-105.933330,"(32.9, -105.93333)"
Alamosa,450,Valid,L6,1800,Found,1937,37.466670,-105.866670,"(37.46667, -105.86667)"
Alatage,452,Valid,"Iron, IIIAB",37500,Found,1959,42.333330,93.000000,"(42.33333, 93.0)"
Albin (pallasite),455,Valid,"Pallasite, PMG",37600,Found,1915,41.500000,-104.100000,"(41.5, -104.1)"
Albin (stone),456,Valid,L,15400,Found,1949,41.416670,-104.100000,"(41.41667, -104.1)"
Albion,457,Valid,"Iron, IVA",12280,Found,1966,46.833330,-117.250000,"(46.83333, -117.25)"
Aldama (a),459,Valid,"Iron, IIIAB",11000,Found,1985,28.833330,-105.866670,"(28.83333, -105.86667)"
Aldama (b),460,Valid,H5,66.5,Found,1996,25.050000,-106.000000,"(25.05, -106.0)"
Alexander County,464,Valid,"Iron, IAB complex",192,Found,1875,35.750000,-81.250000,"(35.75, -81.25)"
Algarrobo,467,Valid,"Iron, IAB-ung",1280,Found,1959,-27.083330,-70.583330,"(-27.08333, -70.58333)"
al-Ghanim (iron),468,Valid,"Iron, IIIAB",500,Found,1960,19.833330,54.083330,"(19.83333, 54.08333)"
al-Ghanim (stone),469,Valid,L6,3755,Found,1960,19.700000,53.966670,"(19.7, 53.96667)"
Algoma,470,Valid,"Iron, IAB-sHL",4100,Found,1887,44.650000,-87.466670,"(44.65, -87.46667)"
Alikatnima,471,Valid,"Iron, ungrouped",20000,Found,1931,-23.333330,134.116670,"(-23.33333, 134.11667)"
Aliskerovo,472,Valid,"Iron, IIIE-an",58400,Found,1977,67.883330,167.500000,"(67.88333, 167.5)"
al-Jimshan,473,Valid,H4,11450,Found,1955,20.700000,52.833330,"(20.7, 52.83333)"
Alkali,474,Valid,H6,30.47,Found,1998,37.866670,-117.400000,"(37.86667, -117.4)"
Alkali Flat,55662,Valid,L5,28,Found,2011,32.306000,-108.903800,"(32.306, -108.9038)"
Alkhamasin,475,Valid,"Iron, IIAB",1200000,Found,1973,20.600000,44.883330,"(20.6, 44.88333)"
Bouri,47701,Valid,H4,9100,Found,1996,10.266670,40.566670,"(10.26667, 40.56667)"
Allen,2277,Valid,H4,1407,Found,1923,33.100000,-96.700000,"(33.1, -96.7)"
Allred,2280,Valid,L4,6570,Found,1978,33.100000,-102.950000,"(33.1, -102.95)"
Almelo Township,2281,Valid,L5,3180,Found,1949,39.600000,-100.116670,"(39.6, -100.11667)"
Alnif,2282,Valid,H5,8000,Found,1992,30.666670,-5.166670,"(30.66667, -5.16667)"
Alt Bela,2283,Valid,"Iron, IID",4000,Found,1898,49.766670,18.250000,"(49.76667, 18.25)"
Altonah,2286,Valid,"Iron, IVA",21500,Found,1932,40.566670,-110.483330,"(40.56667, -110.48333)"
Alvord,2287,Valid,"Iron, IVA",17500,Found,1976,43.322220,-96.288890,"(43.32222, -96.28889)"
Amber,2291,Valid,L6,4532,Found,1934,35.166670,-97.883330,"(35.16667, -97.88333)"
Ameca-Ameca,2292,Valid,Iron,1.2,Found,1889,20.583330,-104.066670,"(20.58333, -104.06667)"
Amherst,2293,Valid,L6,8500,Found,1947,40.800000,-99.200000,"(40.8, -99.2)"
Andryushki,2297,Valid,L6,26.6,Found,1898,49.650000,29.633330,"(49.65, 29.63333)"
Angelica,2300,Valid,"Iron, IIIAB",14800,Found,1916,44.250000,-88.250000,"(44.25, -88.25)"
Annaheim,2306,Valid,"Iron, IAB-sLL",13500,Found,1916,52.333330,-104.866670,"(52.33333, -104.86667)"
Anoka,2307,Valid,"Iron, IAB-sLM",1108,Found,1961,45.200000,-93.433330,"(45.2, -93.43333)"
Anoual,45975,Valid,Lunar,5.92,Found,2006,32.734580,-2.957970,"(32.73458, -2.95797)"
Anson,2308,Valid,L6,3900,Found,1972,39.333330,-97.561670,"(39.33333, -97.56167)"
Answer,2309,Valid,Iron,11090,Found,1970,-21.659720,140.906940,"(-21.65972, 140.90694)"
Antelope,57455,Valid,H4,754,Found,2012,40.901830,-118.544650,"(40.90183, -118.54465)"
Anthony,2310,Valid,H5,20000,Found,1919,37.083330,-98.050000,"(37.08333, -98.05)"
Anthony Gap,56391,Valid,L6,347.36,Found,2011,32.005840,-106.560280,"(32.00584, -106.56028)"
Anton,2311,Valid,H4,41800,Found,1965,33.782500,-102.181110,"(33.7825, -102.18111)"
Anyujskij,2312,Valid,"Iron, IIAB",100000,Found,1981,66.900000,164.200000,"(66.9, 164.2)"
Aoufous,2314,Valid,Eucrite-mmict,195,Found,2000,31.666670,-4.066670,"(31.66667, -4.06667)"
Apex,2315,Valid,L6,6.1,Found,1938,39.750000,-105.200000,"(39.75, -105.2)"
Apoala,2317,Valid,"Iron, IIIAB",85000,Found,1889,17.700000,-97.000000,"(17.7, -97.0)"
"Aprel'sky",2319,Valid,"Iron, IIIAB",54600,Found,1969,53.300000,126.116670,"(53.3, 126.11667)"
Arapahoe,2323,Valid,L5,19083,Found,1940,38.800000,-102.200000,"(38.8, -102.2)"
Ararki,45408,Valid,L5,4460,Found,2001,29.060000,74.440000,"(29.06, 74.44)"
Araslanovo,2324,Valid,L/LL5,132000,Found,1973,55.141670,48.200000,"(55.14167, 48.2)"
Arcadia,2326,Valid,LL6,19400,Found,1937,41.416670,-99.100000,"(41.41667, -99.1)"
Arch,2327,Valid,CV3,985.8,Found,1972,34.150000,-103.220000,"(34.15, -103.22)"
Arches,2328,Valid,L5,534,Found,2001,38.688670,-109.585170,"(38.68867, -109.58517)"
Areshima,2330,Valid,LL3.7,114.3,Found,1999,18.212330,10.177670,"(18.21233, 10.17767)"
Argonia,2331,Valid,"Pallasite, PMG-an",84,Found,1940,37.266670,-97.766670,"(37.26667, -97.76667)"
Arispe,2332,Valid,"Iron, IC",683000,Found,1896,30.333330,-109.983330,"(30.33333, -109.98333)"
Arivaca,47346,Valid,Eucrite-mmict,30.1,Found,1999,31.593910,-111.370230,"(31.59391, -111.37023)"
Arlington,2333,Valid,"Iron, IIE-an",8940,Found,1894,44.600000,-94.100000,"(44.6, -94.1)"
Arlit,30441,Valid,H5,20.100000000000001,Found,2002,18.673000,7.342250,"(18.673, 7.34225)"
Arltunga,2334,Valid,"Iron, IID-an",18100,Found,1908,-23.333330,134.666670,"(-23.33333, 134.66667)"
Armanty,2335,Valid,"Iron, IIIE",28000000,Found,1898,47.000000,88.000000,"(47.0, 88.0)"
Armel,2336,Valid,L5,9200,Found,1967,39.766670,-102.133330,"(39.76667, -102.13333)"
Arrabury,2337,Valid,H6,5300,Found,1960,-26.500000,141.083330,"(-26.5, 141.08333)"
ar-Rakhbah,2338,Valid,Iron,462,Found,1955,20.600000,52.500000,"(20.6, 52.5)"
Arriba,2339,Valid,L5,31100,Found,1936,39.300000,-103.250000,"(39.3, -103.25)"
Artracoona,2341,Valid,L6,20810,Found,1914,-29.066670,139.916670,"(-29.06667, 139.91667)"
Asab,2343,Valid,H5,1530,Found,1999,-25.433330,17.916670,"(-25.43333, 17.91667)"
Asheville,2347,Valid,"Iron, IIIAB",800,Found,1839,35.583330,-82.533330,"(35.58333, -82.53333)"
Ashfork,2348,Valid,"Iron, IAB-MG",27000,Found,1901,35.250000,-112.500000,"(35.25, -112.5)"
Ashmore,2349,Valid,H5,55400,Found,1969,32.900000,-102.283330,"(32.9, -102.28333)"
ash-Shalfah,2350,Valid,L4,935,Found,1961,21.875000,49.719440,"(21.875, 49.71944)"
Assam,2351,Valid,L5,2700,Found,1846,26.000000,92.000000,"(26.0, 92.0)"
Assamakka,53892,Valid,"Iron, IVA-an",4400,Found,2002,19.266670,5.916670,"(19.26667, 5.91667)"
"as-Su'aydan",2354,Valid,L5,5855,Found,1960,21.254170,55.305000,"(21.25417, 55.305)"
Aswan,4882,Valid,"Iron, IAB-ung",12000,Found,1955,23.986110,32.623610,"(23.98611, 32.62361)"
Atlanta,4886,Valid,EL6,5500,Found,1938,31.800000,-92.750000,"(31.8, -92.75)"
Attica,4890,Valid,H4,5622,Found,1996,37.250000,-98.133330,"(37.25, -98.13333)"
Atwood,4891,Valid,L6,2100,Found,1963,40.516670,-103.266670,"(40.51667, -103.26667)"
Atwood (b),4892,Valid,OC,77,Found,1964,40.516670,-103.266670,"(40.51667, -103.26667)"
Aubrey Hills,56393,Valid,H6,560.79999999999995,Found,2010,34.380630,-114.167050,"(34.38063, -114.16705)"
Auburn,4894,Valid,"Iron, IIG",3630,Found,1867,32.633330,-85.500000,"(32.63333, -85.5)"
Augusta County,4897,Valid,"Iron, IIIAB",76000,Found,1858,38.166670,-79.083330,"(38.16667, -79.08333)"
Augustinovka,4898,Valid,"Iron, IIIAB",400000,Found,1890,48.066670,35.083330,"(48.06667, 35.08333)"
Aurora,4901,Valid,H4,1000,Found,1938,36.333330,-105.050000,"(36.33333, -105.05)"
Avoca (Western Australia),4909,Valid,"Iron, IIIAB",37850,Found,1966,-30.850000,122.316670,"(-30.85, 122.31667)"
Axtell,4911,Valid,CV3,6200,Found,1943,31.660000,-96.971670,"(31.66, -96.97167)"
Baandee,4914,Valid,H6,256.3,Found,1967,-31.616670,118.033330,"(-31.61667, 118.03333)"
"Babb's Mill (Blake's Iron)",4915,Valid,"Iron, ungrouped",136000,Found,1876,36.300000,-82.883330,"(36.3, -82.88333)"
"Babb's Mill (Troost's Iron)",4916,Valid,"Iron, ungrouped",6400,Found,1842,36.300000,-82.883330,"(36.3, -82.88333)"
Bacqueville,4918,Valid,H6,395,Found,1999,49.322220,1.365560,"(49.32222, 1.36556)"
Bacubirito,4919,Valid,"Iron, ungrouped",22000000,Found,1863,26.200000,-107.833330,"(26.2, -107.83333)"
Bagdad,4920,Valid,"Iron, IIIAB",2200,Found,1959,34.613317,-113.398967,"(34.613317, -113.398967)"
Bagnone,4921,Valid,"Iron, IIIAB",48000,Found,1904,44.316670,9.983330,"(44.31667, 9.98333)"
Bakhardok,4923,Valid,L6,4120,Found,1978,38.600000,58.000000,"(38.6, 58.0)"
Bald Eagle,4924,Valid,"Iron, IIIAB",3200,Found,1891,41.283330,-77.050000,"(41.28333, -77.05)"
Balfour Downs,4927,Valid,"Iron, IAB-sLL",2400,Found,1962,-22.750000,120.833330,"(-22.75, 120.83333)"
Ballarat,4929,Valid,"Iron, IAB complex",15,Found,1867,-37.570830,143.825330,"(-37.57083, 143.82533)"
Ballinger,4930,Valid,"Iron, IAB-MG",1250,Found,1927,31.766670,-99.983330,"(31.76667, -99.98333)"
Ballinoo,4931,Valid,"Iron, IIC",42200,Found,1892,-27.700000,115.766670,"(-27.7, 115.76667)"
Balsas,4932,Valid,"Iron, IIIAB",41000,Found,1974,-7.531330,-46.041170,"(-7.53133, -46.04117)"
Ban Cho Lae,48651,Valid,H5,3354,Found,1975,19.088330,99.013890,"(19.08833, 99.01389)"
Baquedano,4939,Valid,"Iron, IIIAB",22000,Found,1932,-23.300000,-69.883330,"(-23.3, -69.88333)"
Barbacena,4940,Valid,"Iron, ungrouped",9026,Found,1918,-21.216670,-43.933330,"(-21.21667, -43.93333)"
Barbianello,4941,Valid,"Iron, ungrouped",860,Found,1960,45.057780,9.195560,"(45.05778, 9.19556)"
Barcis,4945,Valid,"Pallasite, PMG",87,Found,1950,46.100000,12.350000,"(46.1, 12.35)"
Barranca Blanca,4950,Valid,"Iron, IIE-an",12000,Found,1855,-28.083330,-69.333330,"(-28.08333, -69.33333)"
Barratta,4951,Valid,L4,200000,Found,1845,-35.300000,144.566670,"(-35.3, 144.56667)"
Barrilla,4952,Valid,H5,11100,Found,1994,30.783330,-103.466670,"(30.78333, -103.46667)"
Bartlett,4953,Valid,"Iron, IIIAB",8590,Found,1938,30.833330,-97.500000,"(30.83333, -97.5)"
